Time,Auvergne-Rhone-Alpes,Bourgogne-Franche-Comte,Bretagne,Centre-Val de Loire,Grand-Est,Hauts-de-France,Ile-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,PACA,Pays-de-la-Loire
2013-01-01 00:00:00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013-01-01 00:30:00,257,106,107,508,1109,1115,16,216,175,367,12,182
2013-01-01 01:00:00,257,105,112,513,1114,1062,16,190,185,330,14,138
2013-01-01 01:30:00,247,104,125,524,1166,1014,15,169,170,286,18,122
2013-01-01 02:00:00,244,103,139,530,1238,951,15,143,154,236,20,125
2013-01-01 02:30:00,245,100,157,537,1247,859,16,135,144,224,24,127
2013-01-01 03:00:00,231,103,159,520,1273,769,16,128,131,166,25,124
2013-01-01 03:30:00,222,118,158,543,1294,703,16,133,131,125,23,122
2013-01-01 04:00:00,221,132,168,542,1341,637,15,132,119,102,21,138
2013-01-01 04:30:00,219,137,192,518,1356,613,15,142,99,95,22,135
2013-01-01 05:00:00,205,138,169,472,1399,591,14,156,98,99,22,132
2013-01-01 05:30:00,188,136,152,431,1443,534,11,165,84,91,22,133
2013-01-01 06:00:00,173,138,139,388,1458,567,9,178,86,72,18,121
2013-01-01 06:30:00,178,139,168,365,1458,573,8,178,89,75,22,109
2013-01-01 07:00:00,177,141,166,343,1477,560,11,172,85,83,25,108
2013-01-01 07:30:00,182,138,166,304,1491,554,7,193,74,79,22,101
2013-01-01 08:00:00,163,139,166,307,1441,604,8,184,72,95,21,115
2013-01-01 08:30:00,155,143,159,306,1365,608,10,164,70,88,17,115
2013-01-01 09:00:00,152,141,160,254,1293,588,7,178,63,85,6,96
2013-01-01 09:30:00,154,134,172,203,1251,647,4,169,54,90,3,83
2013-01-01 10:00:00,147,127,175,184,1167,645,6,170,51,84,2,88
2013-01-01 10:30:00,141,119,157,170,1132,609,7,137,46,96,1,77
2013-01-01 11:00:00,135,113,117,154,1090,567,2,128,42,128,1,75
