,Auvergne-Rhone-Alpes,Bourgogne-Franche-Comte,Bretagne,Centre-Val de Loire,Grand-Est,Hauts-de-France,Ile-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,PACA,Pays-de-la-Loire
2013-01-01 00:00:00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013-01-01 00:30:00,252,236,58,90,319,828,685,432,240,78,537,127
2013-01-01 01:00:00,252,235,58,90,319,830,685,433,241,77,315,126
2013-01-01 01:30:00,252,234,58,90,320,833,685,433,247,78,316,126
2013-01-01 02:00:00,251,235,58,90,319,828,685,435,242,77,316,125
2013-01-01 02:30:00,251,234,58,90,320,829,677,435,241,77,316,126
2013-01-01 03:00:00,251,234,58,90,318,829,680,434,243,77,316,127
2013-01-01 03:30:00,251,235,58,90,320,829,678,434,248,78,316,126
2013-01-01 04:00:00,252,234,58,90,320,827,678,432,247,77,316,126
2013-01-01 04:30:00,252,234,58,90,320,827,688,431,246,77,316,126
2013-01-01 05:00:00,251,235,58,90,319,811,689,432,245,77,318,126
2013-01-01 05:30:00,251,233,58,90,319,804,684,432,245,77,318,127
2013-01-01 06:00:00,251,235,58,90,319,806,684,429,245,77,319,127
2013-01-01 06:30:00,251,234,58,90,318,807,684,431,246,77,318,128
2013-01-01 07:00:00,251,234,58,90,316,806,682,432,245,77,319,127
2013-01-01 07:30:00,251,234,57,90,318,816,682,430,244,77,316,126
2013-01-01 08:00:00,252,233,58,90,319,833,684,432,244,77,318,129
2013-01-01 08:30:00,252,234,58,90,318,829,689,432,240,77,318,131
2013-01-01 09:00:00,252,233,58,90,318,835,690,433,240,77,319,130
2013-01-01 09:30:00,252,234,58,91,319,836,691,433,238,77,319,131
2013-01-01 10:00:00,252,233,58,90,319,836,692,433,245,76,318,129
2013-01-01 10:30:00,251,232,58,90,319,835,691,434,245,78,319,131
2013-01-01 11:00:00,252,233,58,90,319,836,691,434,245,77,317,131
2013-01-01 11:30:00,252,234,58,90,320,794,691,433,243,77,319,131
2013-01-01 12:00:00,252,233,58,92,320,822,692,432,242,78,319,131
2013-01-01 12:30:00,251,233,58,91,321,839,693,433,242,77,319,131
2013-01-01 13:00:00,251,234,58,91,322,832,693,432,243,77,320,132
2013-01-01 13:30:00,251,235,58,90,321,837,691,433,237,77,319,132
2013-01-01 14:00:00,252,235,57,90,321,813,691,433,236,77,319,131
2013-01-01 14:30:00,252,235,57,90,319,826,692,433,243,77,318,131
2013-01-01 15:00:00,252,236,58,90,322,804,694,436,243,77,319,123
2013-01-01 15:30:00,251,235,58,90,323,831,693,437,242,75,319,122
2013-01-01 16:00:00,251,234,58,90,322,801,693,436,242,75,319,130
2013-01-01 16:30:00,251,234,58,90,326,797,695,436,243,75,318,126
2013-01-01 17:00:00,251,234,58,90,326,813,695,437,243,74,318,123
2013-01-01 17:30:00,251,233,58,90,316,822,697,438,243,74,318,124
2013-01-01 18:00:00,252,234,58,90,316,823,697,437,246,74,318,122
2013-01-01 18:30:00,252,234,58,90,317,815,694,438,246,75,319,112
2013-01-01 19:00:00,252,234,58,90,326,828,692,439,248,75,320,114
2013-01-01 19:30:00,252,234,58,90,326,806,693,439,250,75,320,97
2013-01-01 20:00:00,252,234,58,90,327,818,694,439,250,75,320,100
2013-01-01 20:30:00,252,233,66,90,326,822,701,439,251,75,320,97
2013-01-01 21:00:00,251,232,66,90,325,822,702,437,252,76,319,100
2013-01-01 21:30:00,251,233,65,90,324,823,704,437,252,76,319,97
2013-01-01 22:00:00,251,234,66,90,323,817,705,439,253,75,319,103
2013-01-01 22:30:00,251,234,66,90,323,821,703,439,254,76,319,95
2013-01-01 23:00:00,252,234,66,90,321,813,704,439,254,76,319,93
2013-01-01 23:30:00,252,233,66,91,320,803,705,440,254,76,319,91
2013-01-02 00:00:00,252,233,66,91,319,819,704,440,255,76,318,94
2013-01-02 00:30:00,252,234,66,91,319,812,707,439,255,76,318,90
2013-01-02 01:00:00,252,234,66,91,319,826,707,440,256,76,320,95
2013-01-02 01:30:00,252,234,66,91,316,819,707,440,255,76,320,90
2013-01-02 02:00:00,253,234,66,91,316,820,707,439,255,76,320,92
